date,mean,mean_se,mean_ci_lower,mean_ci_upper
2025-05-21,1.2399230180558067,0.12121629918944148,1.0023434373052698,1.4775025988063437
2025-05-22,1.245582872790708,0.17553400815783224,0.9015425387393967,1.589623206842019
2025-05-23,1.2518956059235975,0.2181518973690404,0.8243257439212002,1.6794654679259948
2025-05-26,1.2524532707199751,0.2504303918899123,0.7616187219814954,1.743287819458455
2025-05-27,1.2527769080759492,0.2781974848937424,0.7075198570945883,1.7980339590573102
2025-05-28,1.2521945293254189,0.3023185419810781,0.6596610751838454,1.8447279834669923
2025-05-29,1.25196450223984,0.32467314949946585,0.6156168224736983,1.8883121820059818
2025-05-30,1.2517933125202922,0.34560795095796526,0.5744141758719951,1.9291724491685893
2025-06-02,1.251798988705542,0.36544605058178226,0.535537891272846,1.9680600861382382
2025-06-03,1.2518084331642594,0.3842855188944985,0.49862265635075587,2.004994209977763
2025-06-04,1.251832495567078,0.40226170100466535,0.46341404923811436,2.040250941896042
2025-06-05,1.2518398287042907,0.4194640233178292,0.429705450191076,2.073974207217505
2025-06-06,1.2518434471175481,0.4359858329951429,0.3973269166773733,2.106359977557723
2025-06-09,1.2518422024597164,0.4519010837932699,0.3661323536502904,2.1375520512691426
2025-06-10,1.2518413669403432,0.4672740599981504,0.33600103843416007,2.167681695446526
2025-06-11,1.251840547962155,0.4821569152792824,0.3068303591178314,2.1968507368064785
2025-06-12,1.2518403799806817,0.49659415374020116,0.2785337237167408,2.2251470362446226
2025-06-13,1.2518403441192087,0.5106234587497337,0.2510367553084567,2.252643932929961
2025-06-16,1.2518404183440628,0.5242775581330629,0.22427528650065498,2.2794055501874704
2025-06-17,1.2518404555973917,0.537584974234912,0.19819326746707122,2.3054876437277123
2025-06-18,1.2518404787739372,0.5505708393957408,0.172741462620299,2.3309394949275752
2025-06-19,1.2518404801352028,0.5632573870953598,0.14787628740216174,2.355804672868244
2025-06-20,1.2518404785053419,0.5756644121798252,0.12355896345146355,2.38012199355922
2025-06-23,1.2518404753003165,0.5878096162243313,0.09975479773431628,2.4039261528663167
2025-06-24,1.2518404740628801,0.5997089083093581,0.0764326125687047,2.4272483355570555
2025-06-25,1.251840473560132,0.6113766472504845,0.053564263960333536,2.450116683159931
2025-06-26,1.2518404736817486,0.6228258466506648,0.031124245605778977,2.472556701757718
2025-06-27,1.2518404738125122,0.6340683447431371,0.009089354379036463,2.494591593245988
2025-06-30,1.2518404739255267,0.6451149481927907,-0.012561590420765878,2.516242538271819
2025-07-01,1.251840473956319,0.6559755536086813,-0.033847985855419926,2.5375289337680575
2025-07-02,1.2518404739613476,0.6666592513920244,-0.05478764872745412,2.5584685966501493
2025-07-03,1.25184047395209,0.6771744147485954,-0.07539699020714608,2.5790779381113262
2025-07-04,1.2518404739462647,0.6875287764974464,-0.0956911663236184,2.599372114216148
2025-07-07,1.25184047394297,0.6977294956029833,-0.11568420839017524,2.6193651562761153
2025-07-08,1.2518404739425575,0.7077832150863614,-0.13538913648867767,2.6390700843737926
2025-07-09,1.2518404739427964,0.7176961126285724,-0.15481805865360765,2.6584990065392002
2025-07-10,1.251840473943228,0.7274739449675198,-0.17398225788438415,2.6776632057708403
2025-07-11,1.2518404739434257,0.737122086991719,-0.19289226876934418,2.6965732166561955
2025-07-14,1.2518404739434996,0.7466455662865747,-0.2115579451947005,2.7152388930816995
2025-07-15,1.2518404739434885,0.7560490937629141,-0.2299885203759695,2.7336694682629465
2025-07-16,1.2518404739434692,0.7653370908978808,-0.24819266024903475,2.7518736081359734
2025-07-17,1.2518404739434534,0.7745137140350288,-0.26617851109755764,2.7698594589844645
2025-07-18,1.2518404739434483,0.7835828761226479,-0.2839537421592522,2.787634690046149
2025-07-21,1.2518404739434474,0.7925482662128218,-0.3015255838433464,2.8052065317302413
2025-07-22,1.2518404739434486,0.8014133669968703,-0.31890086209939805,2.8225818099862954
2025-07-23,1.2518404739434494,0.8101814706135726,-0.336086029400849,2.8397669772877476
2025-07-24,1.2518404739434499,0.8188556929336707,-0.3530871927421342,2.856768140629034
2025-07-25,1.2518404739434499,0.8274389864964018,-0.36991013899382175,2.8735910868807215
2025-07-28,1.2518404739434499,0.8359341522503451,-0.3865603579142487,2.8902413058011485
2025-07-29,1.2518404739434499,0.8443438502309433,-0.40304306307708027,2.90672401096398
2025-07-30,1.2518404739434499,0.8526706092900845,-0.41936321094093976,2.9230441588278397
2025-07-31,1.2518404739434499,0.8609168359786179,-0.43552551825881824,2.939206466145718
2025-08-01,1.2518404739434499,0.8690848226702298,-0.4515344780005801,2.95521542588748
2025-08-04,1.2518404739434499,0.8771767550044034,-0.46739437394089545,2.9710753218277954
2025-08-05,1.2518404739434499,0.8851947187169418,-0.48310929404681957,2.9867902419337193
2025-08-06,1.2518404739434499,0.8931407059185446,-0.4986831427835774,3.0023640906704774
2025-08-07,1.2518404739434499,0.9010166208749906,-0.5141196524435119,3.0178006003304114
2025-08-08,1.2518404739434499,0.9088242853364432,-0.5294223935913325,3.033103341478232
2025-08-11,1.2518404739434499,0.9165654434581347,-0.5445947847084776,3.0482757325953775
2025-08-12,1.2518404739434499,0.9242417663500809,-0.5596401011103924,3.063321048997292
2025-08-13,1.2518404739434499,0.9318548562894481,-0.5745614832026162,3.078242431089516
2025-08-14,1.2518404739434499,0.9394062506256483,-0.5893619441346285,3.0930428920215283
2025-08-15,1.2518404739434499,0.9468974254051221,-0.6040443769042918,3.1077253247911916
2025-08-18,1.2518404739434499,0.9543297987400159,-0.6186115609603395,3.1222925088472393
