,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,bb_middle,stoch_k,stoch_d,stoch_j,adx,obv,ichimoku_a,ichimoku_b,rolling_std,fibo_0,fibo_0.382,fibo_0.5,fibo_0.618,fibo_1,atr,mfi
2018-08-22,2.88,2.88,2.88,2.88,0,2.8355,2.730051656403642,,,,,88.90746443616976,0.21063880728366824,,,2.980892572024848,2.6901074279751525,2.8355,100.0,100.0,100.0,0.0,22462,2.965,3.05,0.07458481572573776,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.1891815091191589,100.0
2018-08-23,2.01,2.8,2.01,2.8,200,2.837,2.736713403412819,,,,,71.9187186512246,0.1916014828370698,,,2.980261997752372,2.6937380022476285,2.837,90.80459770114942,96.93486590038314,78.54406130268197,0.0,22262,2.8724999999999996,3.05,0.07349185418520277,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.23781140132493328,96.78319313522425
2018-08-24,2.8,2.8,2.8,2.8,22,2.8419999999999996,2.7427406983258837,,,,,71.9187186512246,0.1745027074690837,,,2.972169120762186,2.711830879237813,2.8419999999999996,90.80459770114942,93.86973180076627,84.67432950191571,84.63464490651985,22284,2.91,3.05,0.06677535000598066,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.2208248726588666,10.82727911881885
2018-08-27,2.8,2.8,2.8,2.8,0,2.847,2.74819396515199,,,,,71.9187186512246,0.15911759619822252,,,2.9617344760741107,2.7322655239258893,2.847,90.80459770114942,90.80459770114942,90.80459770114942,80.45781237329875,22284,2.9725,3.05,0.05885754434493484,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.20505166746894757,10.82727911881885
2018-08-28,2.8,2.8,2.8,2.8,0,2.852,2.753127873232753,,,,,71.9187186512246,0.14525042815184097,,,2.947833188405691,2.7561668115943085,2.852,90.80459770114942,90.80459770114942,90.80459770114942,76.57932502102202,22284,2.8875,3.05,0.049161388357768676,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.19040511979259417,10.82727911881885
2018-08-29,2.8,2.8,2.8,2.8,0,2.857,2.757591885305824,,,,,71.9187186512246,0.1327305622676178,,,2.927738956735315,2.7862610432646853,2.857,90.80459770114942,90.80459770114942,90.80459770114942,72.97787247962218,22284,2.445,3.05,0.03628831912976079,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.17680475409312316,10.82727911881885
2018-08-30,2.7,2.7,2.7,2.7,151,2.851,2.7521069438481263,,,,,53.432059405828234,0.11343174355755536,,,2.948549987186061,2.7534500128139388,2.851,79.31034482758625,86.97318007662835,63.98467432950204,69.13615962457108,22133,2.445,3.05,0.050042087549541585,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.17131870022932863,6.307382504522323
2018-08-31,2.7,2.7,2.01,2.7,999,2.842,2.7471443777673525,,,,,53.432059405828234,0.09701891700628096,,,2.9585504182746707,2.7254495817253295,2.842,79.31034482758625,83.1417624521073,71.64750957854415,65.30357528692903,23132,2.445,3.05,0.059789103038141056,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.20836736449866233,1.7885330641500587
2018-09-04,2.7,2.7,2.7,2.7,0,2.8329999999999997,2.7426544370276047,,,,,53.432059405828234,0.08305423618113705,0.13509623645330343,-0.05204200027216638,2.9633993865016266,2.702600613498373,2.8329999999999997,79.31034482758625,79.31034482758625,79.31034482758625,61.744746973404276,23132,2.445,3.05,0.06689347383792707,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.19348398132018646,1.7885330641500587
2018-09-05,2.7,2.7,2.7,2.7,0,2.824,2.738592109691642,,,,,53.432059405828234,0.07116675990866073,0.12231034114437489,-0.051143581235714164,2.9646271666499775,2.683372833350022,2.824,79.31034482758625,79.31034482758625,79.31034482758625,58.44012068227414,23132,2.425,3.05,0.07214021434897423,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.17966369694017312,1.7885330641500587
2018-09-06,2.7,2.7,2.7,2.7,0,2.8150000000000004,2.7349166706733903,,,,,53.432059405828234,0.06104219291559598,0.1100567114986191,-0.04901451858302312,2.96298648586949,2.667013514130511,2.8150000000000004,79.31034482758625,79.31034482758625,79.31034482758625,55.37153912622473,23132,2.425,3.05,0.07591546545162578,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.16683057573016075,1.7885330641500587
2018-09-07,2.7,2.7,2.7,2.7,0,2.806,2.7315912734664005,,,,,53.432059405828234,0.05241420233224803,0.0985282096653449,-0.04611400733309687,2.958892118828933,2.653107881171067,2.806,79.31034482758625,79.31034482758625,79.31034482758625,52.522141967036,23132,2.425,3.05,0.07843200206145803,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.15491410603514927,1.7885330641500587
2018-09-10,2.69,2.69,2.69,2.69,100,2.7965,2.7276301998029338,,,,,51.372130771170916,0.04425934700532608,0.08767443713334114,-0.04341509012801506,2.9533789342136174,2.6396210657863826,2.7965,78.1609195402299,78.92720306513412,76.62835249042146,49.91291778434259,23032,2.425,3.05,0.08047719520068122,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.14456309846121004,1.6589628430026835
2018-09-11,2.69,2.69,2.69,2.69,0,2.787,2.724046371250273,,,,,51.372130771170916,0.037365835316081064,0.07761271676988912,-0.04024688145380806,2.945505520408598,2.628494479591402,2.787,78.1609195402299,78.54406130268201,77.39463601532569,47.49006675755585,23032,2.425,3.05,0.08131161631260655,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.1342371628568379,1.6589628430026835
2018-09-12,2.69,2.69,2.69,2.69,0,2.7775,2.720803859702628,,,,,51.372130771170916,0.03153911435936774,0.06839799628778485,-0.03685888192841712,2.935344860543511,2.619655139456489,2.7775,86.07594936708863,80.79926281584947,96.62932246956692,45.24027651839674,23032,2.4,3.05,0.08097270495277124,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.12464879408134948,1.6589628430026835
2018-09-13,2.69,2.69,2.69,2.69,16,2.768,2.717870158778568,,,,,51.37213077117091,0.02661459948605227,0.06004131692743834,-0.03342671744138607,2.9228676854608486,2.613132314539151,2.768,86.07594936708863,83.43760609146905,91.35263591832776,43.15118558203471,23048,2.4,3.05,0.0794454463601819,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.1157453087898245,1.921499268520165
2018-09-14,2.69,2.69,2.69,2.69,0,2.7585,2.715215857942514,,,,,51.37213077117091,0.022453061058399726,0.05252366575363061,-0.030070604695230888,2.9079356048604232,2.609064395139577,2.7585,86.07594936708863,86.07594936708863,86.07594936708861,41.21131542684139,23048,2.5700000000000003,3.05,0.07665884780877247,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.10747778673340846,0.0
2018-09-17,2.15,2.7,2.15,2.7,15150,2.7495,2.7137667286146554,,,,,53.94406176601812,0.019734441936353875,0.045965820990175266,-0.02623137905382139,2.8899955515310016,2.609004448468998,2.7495,87.34177215189878,86.49789029535867,89.02953586497898,41.34177478182425,38198,2.4349999999999996,3.05,0.07207269721753612,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.13908651625245075,0.0
2018-09-18,2.7,2.7,2.7,2.7,0,2.7405,2.712455611603736,,,,,53.94406176601812,0.01737957576453608,0.04024857194504743,-0.02286899618051135,2.868948433232953,2.6120515667670468,2.7405,87.34177215189878,86.91983122362872,88.18565400843889,41.46291561145119,38198,2.4349999999999996,3.05,0.06589265592813258,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.1291517650915614,0.0
2018-09-19,2.7,2.7,2.7,2.7,0,2.7315,2.7112693628795705,,,,,53.94406176601812,0.015336537302119702,0.03526616501646189,-0.019929627714342188,2.8437987088082513,2.619201291191749,2.7315,100.0,91.56118143459919,116.87763713080162,41.5754035246762,38198,2.4349999999999996,3.05,0.05760802210219005,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.11992663901359273,0.0
2018-09-20,2.7,2.7,2.7,2.7,0,2.7224999999999997,2.710196090224373,,,,,53.94406176601812,0.01356109078823664,0.030925150170816842,-0.0173640593825802,2.812361003778059,2.6326389962219405,2.7224999999999997,100.0,95.7805907172996,108.4388185654008,41.67985658695657,38198,2.4349999999999996,3.05,0.046097722286465484,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.1113604505126218,0.0
2018-09-21,2.7,2.7,2.7,2.7,100,2.7175000000000002,2.709225034012528,,,,,53.94406176601812,0.012015529094587585,0.02714322595557099,-0.015127696860983406,2.8004156197588874,2.634584380241113,2.7175000000000002,100.0,100.0,100.0,41.77684871621692,38298,2.4349999999999996,3.05,0.042534815461171153,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.10340613261886311,0.0
2018-09-24,2.7,2.7,2.7,2.7,0,2.7125000000000004,2.7083464593446682,,,,,53.94406176601812,0.010667689829254812,0.023848118730307757,-0.013180428901052945,2.7864932429347467,2.638506757065254,2.7125000000000004,100.0,100.0,100.0,41.866912836244374,38298,2.4349999999999996,3.05,0.037957732725813646,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.09601998028894432,0.0
2018-09-25,2.7,2.7,2.7,2.7,0,2.7075,2.7075515584547,,,,,53.94406176601812,0.009490121289985165,0.02097651924224324,-0.011486397952258073,2.7697494979899466,2.6452505020100534,2.7075,100.0,100.0,100.0,41.9505438048413,38298,2.4349999999999996,3.05,0.03193331868292666,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.08916141026830544,0.0
2018-09-26,2.7,2.7,2.7,2.7,0,2.7025,2.706832362411395,2.7119999999999997,2.561560385185265,,,53.94406176601812,0.00845937532571428,0.018473090458937448,-0.010013715133223168,2.7480521678957253,2.656947832104275,2.7025,100.0,100.0,100.0,42.028201132824165,38298,2.4349999999999996,3.05,0.023367769075781173,0.1178,1.9064003999999999,2.4589,3.0113996,4.8,0.08279273810628363,0.0
