,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,bb_middle,stoch_k,stoch_d,stoch_j,adx,obv,ichimoku_a,ichimoku_b,rolling_std,fibo_0,fibo_0.382,fibo_0.5,fibo_0.618,fibo_1,atr,mfi
1999-11-18,146.8,150.2,145.9,150.2,8869200,,,,,,,85.8690371238773,,,,,,,100.0,,,0.0,70347100,,140.3,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.3285714285714243,84.66853325810068
1999-11-19,149.6,151.8,149.0,151.6,8969700,,,,,,,86.9268336802185,,,,,,,99.0654205607476,,,0.0,79316800,,141.10000000000002,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.290816326530609,85.87363533630611
1999-11-22,151.9,155.0,149.3,149.3,9420900,,,,,,,76.76074160113944,,,,,,,74.77876106194694,91.28139387423151,41.77349543737779,0.0,69895900,,142.7,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.4629008746355647,91.07746620119633
1999-11-23,152.9,153.0,148.5,149.9,12023800,,,,,,,77.49999097994724,,,,,,,76.16822429906546,83.33746864058666,61.829735616023044,0.0,81919700,,142.7,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.5369793835901673,81.48836826562025
1999-11-24,150.4,155.5,148.8,154.9,9308900,,,,,,,82.49677176218763,,,,,,,96.85863874345553,82.60187470148931,125.37216682738799,0.0,91228600,,142.95,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.7629094276194404,81.56300552214849
1999-11-26,156.8,157.6,154.8,155.4,4022600,,,,,,,82.90560484035777,,,,,,,89.622641509434,87.54983485065166,93.76825482699869,0.0,95251200,,144.0,,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.694130182789479,81.14336055161507
1999-11-29,155.1,156.4,152.6,152.8,10242600,143.63,145.33167038094473,,,,,73.31572761969578,,,,158.93478356593127,128.32521643406872,143.63,76.69902912621367,87.72676979303439,54.643547792572235,0.0,85008600,,144.0,7.8511883109970615,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.7016923125902315,73.59653082983735
1999-11-30,153.1,153.4,147.5,148.0,11851200,144.48999999999998,145.58579701133095,,,,,59.607465920189554,,,,158.70884664802318,130.27115335197678,144.48999999999998,52.00000000000002,72.77389021188257,10.45221957623491,0.0,73157400,,144.0,7.294114426245175,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.858714290262358,65.57020479650748
1999-12-01,148.6,150.9,147.5,150.2,11602900,145.455,146.02524491501373,,,,,63.020296929765095,,,,158.41778905174348,132.49221094825654,145.455,60.63829787234036,63.11244233285135,55.690008951318376,0.0,84760300,,144.0,6.649770474867624,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.825948983815047,57.95810780116239
1999-12-02,150.8,155.3,150.7,155.0,8614600,146.53000000000003,146.87998349453622,,,,,69.1456758765188,,,,158.90127317619337,134.1587268238067,146.53000000000003,86.17021276595746,66.26950354609927,125.97163120567384,0.0,93374900,,144.0,6.3463292332530505,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.9169526278282594,57.98251634382318
1999-12-03,158.6,160.4,157.8,158.3,10722300,147.695,147.9676041141042,,,,,72.51624332769595,,,,159.890814855925,135.499185144075,147.695,87.64705882352943,78.15185648727574,106.63746349603682,0.0,104097200,,145.4,6.25632101410878,20.06,218.49372000000002,279.79,341.08628000000004,539.52,4.022884582983385,57.264884971600004
1999-12-06,158.9,161.0,157.4,159.7,8009200,148.86,149.08497515085617,,,,,73.82274470758227,,,,160.9685754736055,136.75142452639452,148.86,92.35294117647052,88.72340425531912,99.61201501877335,0.0,112106400,,145.7,6.211568155254243,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.992678541341714,58.294595323695276
1999-12-07,160.2,160.8,157.7,159.7,11698500,149.89000000000001,150.09592989839368,,,,,73.82274470758227,5.684243050609837,,,162.00707885589597,137.77292114410406,149.89000000000001,91.87499999999993,90.62499999999996,94.37499999999986,0.0,123804900,149.975,145.7,6.2159302983289955,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.928915788388736,59.22002075223845
1999-12-08,159.7,161.0,157.4,157.8,9781500,150.87,150.82965086045144,,,,,68.68370003689911,5.5975061690852215,,,162.19097168974469,139.54902831025532,150.87,78.80794701986761,87.67862939877936,61.06658226204411,0.0,114023400,149.975,145.7,5.807535939123472,20.06,218.49372000000002,279.79,341.08628000000004,539.52,3.905421803503826,59.31867401466293
