,open,high,low,close,volume
2023-06-22,0.6940,0.6940,0.6500,0.6700,255920
2023-06-23,0.6700,0.6900,0.6475,0.6475,235882
2023-06-26,0.6690,0.6700,0.6400,0.6610,202145
2023-06-27,0.6521,0.6689,0.6400,0.6500,132164
2023-06-28,0.6500,0.6597,0.6300,0.6300,181489
2023-06-29,0.6300,0.6400,0.6090,0.6332,206720
2023-06-30,0.6332,0.6490,0.6200,0.6400,182659
2023-07-03,0.6500,0.7101,0.6401,0.7101,272585
2023-07-05,0.7105,0.7174,0.6800,0.6873,128896
2023-07-06,0.6873,0.8700,0.6722,0.7400,2570438
2023-07-07,0.7400,0.7730,0.6600,0.7598,520072
2023-07-10,0.7547,0.7800,0.7200,0.7444,325088
2023-07-11,0.7300,0.7700,0.7222,0.7575,202010
2023-07-12,0.7500,0.8300,0.7500,0.8000,255138
2023-07-13,0.7900,0.8500,0.7900,0.8234,245045
2023-07-14,0.8390,0.8400,0.8100,0.8110,251272
2023-07-17,0.8100,0.9375,0.8100,0.9188,587716
2023-07-18,0.9250,1.1000,0.8820,0.9200,1069416
2023-07-19,0.9200,1.0400,0.9000,0.9900,490161
2023-07-20,0.9853,1.0600,0.9600,0.9700,354442
2023-07-21,0.9766,1.0300,0.9600,0.9985,197376
2023-07-24,1.0200,1.0500,0.9800,0.9891,313657
2023-07-25,1.0000,1.0000,0.9100,0.9300,242891
2023-07-26,0.9118,0.9700,0.9000,0.9232,207509
2023-07-27,0.9300,0.9763,0.9100,0.9300,308006
2023-07-28,0.9508,0.9508,0.9000,0.9128,181457
2023-07-31,0.9200,0.9499,0.9100,0.9300,298025
2023-08-01,0.9297,0.9899,0.9297,0.9654,184908
2023-08-02,0.9300,0.9799,0.9087,0.9189,179953
2023-08-03,0.9200,0.9388,0.8745,0.9263,236702
2023-08-04,0.9200,0.9263,0.8210,0.8220,832119
2023-08-07,0.8210,0.8500,0.8000,0.8000,439492
2023-08-08,0.7900,0.8136,0.7700,0.7810,292415
2023-08-09,0.7900,0.8150,0.7555,0.7730,237165
2023-08-10,0.7500,0.7900,0.6800,0.7480,1546362
2023-08-11,0.7500,0.8300,0.7410,0.8204,444431
2023-08-14,0.8189,0.9000,0.8000,0.8600,431694
2023-08-15,0.8600,0.8737,0.8029,0.8610,231210
2023-08-16,0.9000,1.1000,0.8901,1.0800,2293359
2023-08-17,0.8600,0.9200,0.8000,0.8000,4662796
2023-08-18,0.8000,0.8000,0.7611,0.7700,539740
2023-08-21,0.7546,0.7681,0.7221,0.7300,534987
2023-08-22,0.7300,0.7499,0.6700,0.6909,409178
2023-08-23,0.6630,0.7379,0.6600,0.6900,344517
2023-08-24,0.7143,0.7143,0.6706,0.6850,231437
2023-08-25,0.6850,0.6994,0.6400,0.6500,452068
2023-08-28,0.6469,0.6690,0.5809,0.6066,652909
2023-08-29,0.6081,0.6717,0.5967,0.6269,1141014
2023-08-30,0.6200,0.6434,0.5619,0.5781,658277
2023-08-31,0.5900,0.6038,0.5600,0.5601,1181791
2023-09-01,0.5700,0.6070,0.5625,0.5826,326601
2023-09-05,0.5836,0.6318,0.5801,0.6100,388870
2023-09-06,0.6400,0.6952,0.6280,0.6738,416811
2023-09-07,0.6730,0.6730,0.6240,0.6240,271286
2023-09-08,0.6382,0.6402,0.6000,0.6198,136733
2023-09-11,0.6300,0.6322,0.5820,0.5908,257208
2023-09-12,0.5926,0.6700,0.5650,0.5819,956642
2023-09-13,0.3700,0.4450,0.3623,0.4001,4909350
2023-09-14,0.4100,0.4260,0.4100,0.4230,802915
2023-09-15,0.4387,0.4387,0.4050,0.4250,749206
2023-09-18,0.4372,0.4670,0.4200,0.4670,889459
2023-09-19,0.4641,0.4649,0.4425,0.4637,430658
2023-09-20,0.4667,0.4900,0.4508,0.4701,527843
2023-09-21,0.4674,0.4700,0.4300,0.4500,312854
2023-09-22,0.4500,0.4620,0.4234,0.4552,392150
2023-09-25,0.4492,0.4601,0.4250,0.4601,401552
2023-09-26,0.4463,0.4600,0.4100,0.4180,632066
2023-09-27,0.4149,0.4299,0.3927,0.3930,248994
2023-09-28,0.4098,0.4163,0.3800,0.3800,496420
2023-09-29,0.3899,0.3899,0.3459,0.3589,646389
2023-10-02,0.3760,0.3900,0.3650,0.3825,389230
2023-10-03,0.3825,0.3878,0.3594,0.3740,221743
2023-10-04,0.3727,0.3800,0.3530,0.3800,331472
2023-10-05,0.3800,0.3958,0.3700,0.3837,227433
2023-10-06,0.3832,0.4043,0.3806,0.4010,271275
2023-10-09,0.4000,0.4046,0.3701,0.3775,306112
2023-10-10,0.3800,0.4023,0.3798,0.3924,224259
2023-10-11,0.3943,0.4180,0.3835,0.4000,375477
2023-10-12,0.4000,0.4050,0.3865,0.3998,230518
2023-10-13,0.4000,0.4100,0.3800,0.3867,229274
2023-10-16,0.4200,0.4300,0.3870,0.3990,334140
2023-10-17,0.4164,0.4301,0.3990,0.4041,253038
2023-10-18,0.4243,0.4350,0.4050,0.4146,230625
2023-10-19,0.4060,0.4151,0.3702,0.3800,227247
2023-10-20,0.3787,0.3929,0.3750,0.3800,193083
2023-10-23,0.3706,0.4200,0.3500,0.3885,348398
2023-10-24,0.3868,0.3885,0.3510,0.3600,322389
2023-10-25,0.3602,0.3699,0.3400,0.3550,147592
2023-10-26,0.3480,0.3589,0.3300,0.3450,356855
2023-10-27,0.3437,0.3502,0.3242,0.3310,160791
2023-10-30,0.3325,0.3400,0.2948,0.3021,419084
2023-10-31,0.2894,0.3000,0.2810,0.2893,343327
2023-11-01,0.2810,0.2999,0.2800,0.2924,246241
2023-11-02,0.2900,0.3190,0.2900,0.3089,262711
2023-11-03,0.3100,0.3407,0.3090,0.3199,297137
2023-11-06,0.3200,0.3401,0.3166,0.3166,198804
2023-11-07,0.3200,0.3200,0.2989,0.3051,295035
2023-11-08,0.3096,0.3316,0.3020,0.3232,220608
2023-11-09,0.3214,0.3390,0.3214,0.3274,196482
2023-11-10,0.3230,0.3400,0.3111,0.3136,279645
2023-11-13,0.3100,0.3300,0.3100,0.3150,286854
2023-11-14,0.3200,0.3360,0.3011,0.3011,761144
2023-11-15,0.3300,0.3600,0.3000,0.3548,1050355
2023-11-16,0.3600,0.3700,0.3090,0.3100,972355
2023-11-17,0.3140,0.3290,0.3050,0.3100,595226
2023-11-20,0.3255,0.3290,0.3070,0.3181,297518
2023-11-21,0.3100,0.3200,0.3075,0.3088,276057
2023-11-22,0.3066,0.3187,0.2825,0.2990,550755
2023-11-24,0.3140,0.3200,0.3000,0.3150,276833
2023-11-27,0.3350,0.3654,0.3285,0.3360,1228921
2023-11-28,0.3660,0.3800,0.3400,0.3450,1244333
2023-11-29,0.3550,0.3550,0.2951,0.3000,812688
2023-11-30,0.3229,0.3229,0.2913,0.2925,472560
2023-12-01,0.3090,0.3100,0.2800,0.2925,601887
2023-12-04,0.2900,0.3062,0.2800,0.2990,549689
2023-12-05,0.3014,0.3150,0.2957,0.3001,515660
2023-12-06,0.2950,0.3100,0.2950,0.3004,278974
2023-12-07,0.3140,0.3300,0.2905,0.3299,663066
2023-12-08,0.3200,0.3200,0.2959,0.3099,574178
2023-12-11,0.2951,0.3004,0.2902,0.2903,308337
2023-12-12,0.2979,0.3000,0.2669,0.2700,755190
2023-12-13,0.2808,0.2939,0.2611,0.2670,1294844
2023-12-14,0.2710,0.2988,0.2700,0.2859,769897
2023-12-15,0.2975,0.3058,0.2772,0.2772,676820
2023-12-18,0.3149,0.3488,0.3022,0.3022,2694306
